time,equity
2011-06-23,1.0
2011-06-24,1.0
2011-06-27,1.0
2011-06-28,1.0
2011-06-29,1.0
2011-06-30,1.0
2011-07-01,1.0
2011-07-05,1.0
2011-07-06,1.0
2011-07-07,1.0
2011-07-08,1.0
2011-07-11,1.0
2011-07-12,0.9999000099990001
2011-07-13,1.0000380526501809
2011-07-14,1.0001761143590406
2011-07-15,1.0003141951282108
2011-07-18,1.0004522949603223
2011-07-19,1.0005904138580073
2011-07-20,1.0007285518238975
2011-07-21,1.0008667088606258
2011-07-22,1.0010048849708248
2011-07-25,1.001143080157128
2011-07-26,1.0012812944221685
2011-07-27,1.0014195277685807
2011-07-28,1.0015577801989988
2011-07-29,1.0016960517160571
2011-08-01,1.0018343423223912
2011-08-02,1.0019726520206362
2011-08-03,1.0021109808134279
2011-08-04,1.0022493287034022
2011-08-05,1.002387695693196
2011-08-08,1.002526081785446
2011-08-09,1.0026644869827894
2011-08-10,1.0028029112878636
2011-08-11,1.0029413547033068
2011-08-12,1.003079817231757
2011-08-15,1.0032182988758533
2011-08-16,1.0033567996382344
2011-08-17,1.0034953195215401
2011-08-18,1.0036338585284097
2011-08-19,1.0037724166614836
2011-08-22,1.0039109939234023
2011-08-23,1.0040495903168065
2011-08-24,1.0041882058443374
2011-08-25,1.0043268405086367
2011-08-26,1.0044654943123466
2011-08-29,1.004604167258109
2011-08-30,1.0047428593485668
2011-08-31,1.0048815705863632
2011-09-01,1.005020300974141
2011-09-02,1.0051590505145447
2011-09-06,1.005297819210218
2011-09-07,1.0054366070638057
2011-09-08,1.0055754140779523
2011-09-09,1.0057142402553034
2011-09-12,1.0058530855985044
2011-09-13,1.0059919501102015
2011-09-14,1.0061308337930406
2011-09-15,1.006269736649669
2011-09-16,1.0064086586827332
2011-09-19,1.006547599894881
2011-09-20,1.00668656028876
2011-09-21,1.0068255398670183
2011-09-22,1.0069645386323047
2011-09-23,1.007103556587268
2011-09-26,1.0072425937345573
2011-09-27,1.0073816500768222
2011-09-28,1.0075207256167131
2011-09-29,1.00765982035688
2011-09-30,1.0077989342999738
2011-10-03,1.0079380674486453
2011-10-04,1.008077219805546
2011-10-05,1.0082163913733282
2011-10-06,1.0083555821546435
2011-10-07,1.008494792152145
2011-10-10,1.008634021368485
