params_json,pretax_cagr,aftertax_cagr,pretax_mdd,mdd_pass,is_aftertax_cagr,oos_aftertax_cagr,oos_retention,oos_pass,total_tax_paid_krw,rows,trial_id,family,candidate_id,turnover,aftertax_mdd,baseline_aftertax_cagr,baseline_pretax_mdd,delta_cagr,delta_mdd,strict_pass
"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",0.3971461836118457,0.3678631338859115,-0.3989305665381217,True,0.4099571710949148,0.2814809751834046,0.6866106877253164,False,3477173360.429657,3673,coarse_0021,phase2_core,coarse_0021,,,0.3859792803756308,-0.40467363761426745,-0.018116146489719265,0.005743071076145745,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",0.4034001105507701,0.3740099897911151,-0.4031049406457873,True,0.4163518284851122,0.2871077427765829,0.6895796370613255,False,3708443862.327419,3673,coarse_0022,phase2_core,coarse_0022,,,0.3859792803756308,-0.40467363761426745,-0.01196929058451568,0.0015686969684801655,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",0.3967315088322203,0.3675210337367824,-0.3990685139132837,True,0.4101576940767375,0.279988189758019,0.6826354687512828,False,3455641669.432322,3673,coarse_0023,phase2_core,coarse_0023,,,0.3859792803756308,-0.40467363761426745,-0.018458246638848375,0.005605123700983761,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",0.4031191306191477,0.3737778126439823,-0.4031950270401677,True,0.4164843698884124,0.2861020850991804,0.6869455513440638,False,3692975976.448964,3673,coarse_0024,phase2_core,coarse_0024,,,0.3859792803756308,-0.40467363761426745,-0.012201467731648485,0.001478610574099759,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",0.3998472168929303,0.3704997006502462,-0.3989305665381217,True,0.4084112674668607,0.2930368418946683,0.7175043032289647,True,3577274950.2094173,3673,coarse_0025,phase2_core,coarse_0025,,,0.3859792803756308,-0.40467363761426745,-0.015479579725384607,0.005743071076145745,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",0.4062758210198189,0.3768177300404214,-0.4031049406457873,True,0.4147970023546898,0.2992195165057483,0.7213637389064058,True,3821622930.369771,3673,coarse_0026,phase2_core,coarse_0026,,,0.3859792803756308,-0.40467363761426745,-0.009161550335209379,0.0015686969684801655,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",0.3994261378690009,0.3701514168421487,-0.3990685139132837,True,0.4086109828739532,0.2915144947656463,0.7134279473236077,True,3554922140.634767,3673,coarse_0027,phase2_core,coarse_0027,,,0.3859792803756308,-0.40467363761426745,-0.01582786353348209,0.005605123700983761,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",0.4059903926838153,0.3765812602591281,-0.4031950270401677,True,0.4149290059329635,0.2981932326819814,0.718660851418418,True,3805534642.168329,3673,coarse_0028,phase2_core,coarse_0028,,,0.3859792803756308,-0.40467363761426745,-0.009398020116502703,0.001478610574099759,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",0.3960661839995494,0.3668089693138994,-0.3989305665381217,True,0.4084112674668607,0.2814672266835087,0.6891759584138984,False,3437877207.144595,3673,coarse_0029,phase2_core,coarse_0029,,,0.3859792803756308,-0.40467363761426745,-0.019170311061731393,0.005743071076145745,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",0.40231437892508,0.372949977173123,-0.4031049406457873,True,0.4147970023546898,0.2870945538301586,0.692132662966224,False,3666524528.085267,3673,coarse_0030,phase2_core,coarse_0030,,,0.3859792803756308,-0.40467363761426745,-0.01302930320250778,0.0015686969684801655,False
