overlay_type,overlay_json,active_days,pretax_cagr,aftertax_cagr,pretax_mdd,aftertax_mdd,is_aftertax_cagr,oos_aftertax_cagr,oos_retention,oos_pass,turnover_units,total_tax_paid_krw,delta_aftertax_cagr_vs_orig,delta_pretax_mdd_vs_orig,delta_aftertax_mdd_vs_orig,delta_aftertax_cagr_vs_phase2,delta_pretax_mdd_vs_phase2
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 130.0, ""exit_dist"": 120.0, ""min_risk_weight"": 0.95}",598,0.4247373726528525,0.3949245221871809,-0.4038233943297891,-0.5327689135408082,0.4377810391897736,0.30693058213953606,0.7011052436341008,True,102.84,4617488237.2533245,0.008945241811550098,0.0008502432844783581,0.0015770376168775524,-0.0032216673602332158,0.004954870435949776
soft_overheat_buffer,"{""cap_weight"": 0.95, ""enter_dist"": 130.0, ""exit_dist"": 120.0, ""min_risk_weight"": 0.95}",598,0.42640673011348773,0.3965283778969868,-0.40656937327906006,-0.5359876174086801,0.43919313194353515,0.3089375990159966,0.7034208336748653,True,102.78999999999999,4701125982.046214,0.010549097521356021,-0.0018957356647926193,-0.001641666250994267,-0.0016178116504272921,0.002208891486678799
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 130.0, ""exit_dist"": 121.0, ""min_risk_weight"": 0.95}",559,0.42398151851212207,0.3942128745821023,-0.40139313926436804,-0.5301092958984492,0.43696289484804596,0.3064536354322893,0.7013264491001203,True,103.37,4578144001.484102,0.008233594206471517,0.003280498349899408,0.004236655259236555,-0.003933314965311796,0.007385125501370826
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 130.0, ""exit_dist"": 121.0, ""min_risk_weight"": 0.95}",559,0.42537720560850545,0.39554937267186707,-0.4040279886829755,-0.5331450944460194,0.4382331281289569,0.30792531198993944,0.7026518358039963,True,103.16999999999999,4648019276.67708,0.009570092296236288,0.0006456489312919311,0.0012008567116663649,-0.0025968168755470256,0.0047502760827633495
soft_overheat_buffer,"{""cap_weight"": 0.95, ""enter_dist"": 130.0, ""exit_dist"": 121.0, ""min_risk_weight"": 0.95}",559,0.4267561904009818,0.3968696589321452,-0.4066657387292153,-0.5361727175196087,0.4394874403172424,0.30938024611960513,0.7039569683636013,True,102.97,4718058095.84422,0.010890378556514424,-0.001992101114947853,-0.0018267663619229157,-0.0012765306152688893,0.0021125260365235654
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 130.0, ""exit_dist"": 122.0, ""min_risk_weight"": 0.95}",534,0.424927084148218,0.39513624624529675,-0.40138049664944564,-0.5300840662482692,0.43653590821061505,0.3102478470183858,0.7107040708062459,True,103.78999999999999,4622978795.945723,0.009156965869665967,0.0032931409648218057,0.004261884909416591,-0.003009943302117346,0.007397768116293224
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 130.0, ""exit_dist"": 122.0, ""min_risk_weight"": 0.95}",534,0.4259844562935946,0.3961423761318592,-0.40401967821802554,-0.5331287318934066,0.43795851746849124,0.3103622239969337,0.708656668651872,True,103.44,4677173125.307099,0.010163095756228424,0.0006539593962419099,0.0012172192642792012,-0.0020038134155548892,0.004758586547713328
soft_overheat_buffer,"{""cap_weight"": 0.95, ""enter_dist"": 130.0, ""exit_dist"": 122.0, ""min_risk_weight"": 0.95}",534,0.42702602604587936,0.39713316619541206,-0.4066619662550699,-0.5361654223436061,0.439365650005876,0.31046233496207876,0.7066149457927052,True,103.09,4731172806.889514,0.011153885819781273,-0.0019883286408024503,-0.001819471185920296,-0.0010130233520020404,0.002116298510668968
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 130.0, ""exit_dist"": 123.0, ""min_risk_weight"": 0.95}",507,0.42446415281430694,0.3946841477831178,-0.39877806716815667,-0.5263544094246255,0.43641782388916006,0.3090851973829698,0.7082322958960315,True,103.93,4600982053.626229,0.008704867407486994,0.005895570446110776,0.00799154173306027,-0.0034620417642963197,0.010000197597582194
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 130.0, ""exit_dist"": 123.0, ""min_risk_weight"": 0.95}",507,0.42568325834859455,0.3958482231810485,-0.4023131744243962,-0.5306976225872347,0.4378782835050159,0.30961334488067305,0.7070762733478342,True,103.53,4662694440.8162775,0.009868942805417724,0.0023604631898712647,0.0036483285704510537,-0.002297966366365589,0.006465090341342683
