one_way_bps,orig_aftertax_cagr,cand_aftertax_cagr,delta_aftertax_cagr,orig_pretax_mdd,cand_pretax_mdd,delta_pretax_mdd
3.0,0.38778481706009105,0.39272430907896827,0.004939492018877223,-0.40408770035073727,-0.3917539569919607,0.012333743358776572
5.0,0.3859792803756308,0.3908423537447874,0.00486307336915659,-0.40467363761426745,-0.39232989150383646,0.012343746110430986
7.0,0.3841765399287831,0.38896336268202325,0.004786822753240161,-0.4052586769479546,-0.3929048649896498,0.012353811958304761
10.0,0.38147763607051033,0.38615039736851386,0.004672761298003536,-0.406134553516193,-0.3937655242870912,0.012369029229101769
15.0,0.3769933190562904,0.38147674550556787,0.004483426449277461,-0.40758986652486484,-0.39660174891397226,0.010988117610892578
