time,QQQ종가,TQQQ종가,SPY종가,QQQ3일선,QQQ161일선,TQQQ200일선,SPY200일선,TQQQ200일 이격도
2007-02-21,45.189998626708984,0.5266907266226996,145.97999572753906,44.98333231608073,41.341677055595824,0.40441390054128645,134.17864994049071,130.23556458315406
2007-02-22,45.41999816894531,0.5347326803539224,145.8699951171875,45.21999867757162,41.382981389205646,0.40481906082775276,134.24539989471435,132.0917743498859
2007-02-23,45.2599983215332,0.5290816135961924,145.3000030517578,45.289998372395836,41.421863366358025,0.40518950879263504,134.31009990692138,130.57633579228775
2007-02-26,45.040000915527344,0.5213664178246641,145.1699981689453,45.23999913533529,41.464658393622926,0.40554725707696193,134.37284992218017,128.55873359432505
2007-02-27,43.189998626708984,0.45712158789464474,139.5,44.496665954589844,41.49621117633322,0.40564316516741494,134.40759990692138,112.690568250049
2007-02-28,43.33000183105469,0.4615669564370695,140.92999267578125,43.85333379109701,41.53124225213661,0.4059079101268057,134.4574998855591,113.71223494828567
2007-03-01,43.130001068115234,0.45517551358911,140.50999450683594,43.21666717529297,41.567080764296634,0.40622344496998736,134.51384983062744,112.0505276653196
2007-03-02,42.47999954223633,0.4345960025029606,138.6699981689453,42.980000813802086,41.59714287704563,0.4064404719982773,134.55969982147218,106.92734421015105
2007-03-05,42.150001525878906,0.42446776660689506,137.35000610351562,42.58666737874349,41.629565244876076,0.4066506913434932,134.59989986419677,104.38142013346585
2007-03-06,42.849998474121094,0.4456155339019621,139.6999969482422,42.493333180745445,41.67018634488124,0.40704436248992665,134.66414985656738,109.47591343019522
2007-03-07,42.68000030517578,0.44031188203396926,139.55999755859375,42.56000010172526,41.71204970934376,0.4074493045889834,134.73089984893798,108.0654395712213
2007-03-08,42.970001220703125,0.44928733995297515,140.74000549316406,42.833333333333336,41.75515531456989,0.4078577167689421,134.7990998840332,110.1578617936273
2007-03-09,42.93000030517578,0.4480326107636049,140.77999877929688,42.86000061035156,41.797267108230116,0.4083131039151262,134.8723498916626,109.72770809156664
2007-03-12,43.209999084472656,0.45679910854188777,140.99000549316406,43.03666687011719,41.8381987861965,0.40886453422995567,134.9514499282837,111.72382789380615
2007-03-13,42.369998931884766,0.43015865524353875,138.25,42.836666107177734,41.8772670911706,0.40924774304667255,135.01184993743897,105.10959743875274
2007-03-14,42.9900016784668,0.4490422677835661,139.27999877929688,42.856666564941406,41.92254659996269,0.40965575819746264,135.0695999145508,109.61453825509717
2007-03-15,42.88999938964844,0.4459086144129242,139.47000122070312,42.75,41.962795044324416,0.41002990100646886,135.12504989624023,108.7502675581431
2007-03-16,42.83000183105469,0.44403730907824834,138.52999877929688,42.903334299723305,42.00136649090311,0.41051449694212466,135.1871998977661,108.16604830909291
2007-03-19,43.27000045776367,0.45772228207726795,140.1999969482422,42.9966672261556,42.04285717602842,0.41104326255299695,135.25064987182617,111.35623029905581
2007-03-20,43.58000183105469,0.46756012824288257,140.97000122070312,43.22666803995768,42.08776402917708,0.4114960967116074,135.31184989929199,113.62443823387393
2007-03-21,44.41999816894531,0.4945965288141985,143.2899932861328,43.756666819254555,42.13316774072114,0.41209834294010844,135.38329986572265,120.0190530458114
2007-03-22,44.2599983215332,0.4892519516595676,143.17999267578125,44.086666107177734,42.17763978946283,0.412795624694842,135.46359981536864,118.52159334809949
2007-03-23,44.119998931884766,0.48460927358359557,143.38999938964844,44.26666514078776,42.2250932018209,0.4134737518941706,135.54649982452392,117.20436215444028
2007-03-26,44.29999923706055,0.4905405849558417,143.1999969482422,44.22666549682617,42.27111804559364,0.4142207120237601,135.63319980621338,118.42492920240642
2007-03-27,43.9900016784668,0.48024263554186675,142.86000061035156,44.13666661580404,42.31378887010657,0.414924165277242,135.71874980926515,115.74226707692009
2007-03-28,43.52000045776367,0.4648495041715955,141.82000732421875,43.936667124430336,42.35459632162722,0.4155838122460751,135.80109985351564,111.85457432984643
2007-03-29,43.56999969482422,0.4664516723916378,141.97000122070312,43.6933339436849,42.3972050210704,0.4163496443965654,135.8909998703003,112.033642557252
2007-03-30,43.529998779296875,0.4651669470708473,142.0,43.539999643961586,42.44099383620742,0.4171279004856103,135.98824985504152,111.51662272634151
2007-04-02,43.59000015258789,0.46709049334352354,142.16000366210938,43.563332875569664,42.4848447764142,0.4178684120344544,136.08154987335206,111.77932571390694
2007-04-03,44.15999984741211,0.485414060978012,143.69000244140625,43.75999959309896,42.530621167295465,0.4185708438062576,136.16939987182616,115.96939160021711
2007-04-04,44.34000015258789,0.4913498408295449,143.85000610351562,44.03000005086263,42.57913049259541,0.4193444530770012,136.26539989471436,117.17094079203711
2007-04-05,44.560001373291016,0.4986636137931977,144.24000549316406,44.35333379109701,42.62751559144962,0.42019545873124214,136.36824993133544,118.67420350017251
2007-04-09,44.45000076293945,0.4949706178201155,144.44000244140625,44.45000076293945,42.669441057288125,0.42102152131185144,136.46999996185303,117.56420818533164
2007-04-10,44.68000030517578,0.5026540608053837,144.61000061035156,44.563334147135414,42.707267145192404,0.42180806478320065,136.56799995422364,119.16653634010908
2007-04-11,44.209999084472656,0.4867913915648099,144.02000427246094,44.4466667175293,42.741304409429894,0.42258091789487173,136.66579998016357,115.1948351075124
2007-04-12,44.560001373291016,0.4983529005957792,144.66000366210938,44.483333587646484,42.77714292158991,0.42341679766720525,136.76689998626708,117.69795231115792
2007-04-13,44.650001525878906,0.5013725484221226,145.32000732421875,44.473333994547524,42.81583859461435,0.42425475450385297,136.86855003356933,118.17723740266753
2007-04-16,45.060001373291016,0.515184149406988,146.6999969482422,44.75666809082031,42.85701872547221,0.42525601360339926,136.9825,121.14682283774995
2007-04-17,45.15999984741211,0.5186140846441365,147.08999633789062,44.95666758219401,42.90062121278751,0.42623917782594994,137.09419998168946,121.67208262960445
2007-04-18,45.0099983215332,0.5134462654921151,147.27000427246094,45.076666514078774,42.942608780002004,0.42704960622869303,137.19420001983642,120.23105934376042
2007-04-19,45.150001525878906,0.5182374757859739,147.22999572753906,45.106666564941406,42.98503115162346,0.4279096932099284,137.29395000457762,121.10907605258
2007-04-20,45.400001525878906,0.5268460714383284,148.6199951171875,45.186667124430336,43.027205070353446,0.4287820143769829,137.39804996490477,122.87037556923461
2007-04-23,45.470001220703125,0.5292830139260285,148.05999755859375,45.34000142415365,43.06906843481597,0.429781721804411,137.50299995422364,123.15158767196235
2007-04-24,45.70000076293945,0.5373147830693087,148.1199951171875,45.52333450317383,43.111242353545954,0.43082676787918006,137.60639991760254,124.71713067280719
2007-04-25,46.310001373291016,0.5588309104315426,149.47999572753906,45.82666778564453,43.15745354883419,0.4320336673489502,137.72074989318847,129.34892640674212
2007-04-26,46.54999923706055,0.5675191994016205,149.64999389648438,46.186667124430336,43.20385104825038,0.43332570030769857,137.8347498703003,130.9682760562397
2007-04-27,46.56999969482422,0.5682507124390258,149.52999877929688,46.47666676839193,43.24801254272461,0.4345866406370165,137.94534984588623,130.75659932990226
2007-04-30,45.959999084472656,0.5459208895685927,148.2899932861328,46.359999338785805,43.2932920515167,0.43582535966548264,138.0565497970581,125.26138680585588
2007-05-01,45.91999816894531,0.5444954760031065,148.6699981689453,46.1499989827474,43.33944109804142,0.4371320407699018,138.17989978790283,124.5608706797402
2007-05-02,46.41999816894531,0.5622816965295048,149.5399932861328,46.099998474121094,43.38726716604292,0.43857093431741767,138.30999977111816,128.20769744001112
2007-05-03,46.59000015258789,0.5684593575083808,150.35000610351562,46.30999883015951,43.434658477025,0.44003040510486047,138.4450498199463,129.1863814212828
2007-05-04,46.630001068115234,0.5699235490515842,150.9199981689453,46.54666646321615,43.47782618362711,0.4414833797872649,138.5797998046875,129.0928662651378
2007-05-07,46.630001068115234,0.5699235490515842,150.9499969482422,46.61666742960612,43.519316868752426,0.44288187989797223,138.70609977722168,128.68522622394912
2007-05-08,46.72999954223633,0.5735901682215635,150.75,46.663333892822266,43.56118020952118,0.44436290747960955,138.8356997680664,129.0814689000305
