CAGR,MDD,AnnualVol,Sharpe,Sortino,Calmar,WinRateDaily,ProfitFactor,UlcerIndex,BetaVsQQQ,MaxDDDurationDays,AfterTaxCAGR
0.41198789710130046,-0.32948594884742244,0.3478485071543589,1.1674357095077335,1.2878124632091654,1.2503959532795823,0.3974952355023142,1.2735328583206695,12.949370862747266,1.0108821979008673,372.0,0.411364212825279
