one_way_bps,CAGR,MDD,end_equity
3,0.5051098343408273,-0.3726346359769902,387.3708019646088
5,0.5029967713473498,-0.37472107413604894,379.5192124273159
7,0.5008863062047797,-0.37680096533049123,371.8254347154547
10,0.49772547344834805,-0.3799085688030921,360.5738022775219
15,0.49247036919795306,-0.3850554459863068,342.56646359648926
